ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	eqtlMapSNPs	eqtlMapminP	eqtlMapminQ	eqtlMapts	eqtlDirection	ciMap	ciMapts	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000266675	AL606923.1	6	69203331	69203418	1	miRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	0.0001259	rs12663968	5
ENSG00000218834	RP11-361F19.1	6	69308096	69308285	-1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	0.0001263	rs12663968	5
ENSG00000112276	BVES	6	105544697	105585049	-1	protein_coding	11149	BVES	0.000308542708446569	5.852106482	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle	NA	rs146409271	6
ENSG00000203808	BVES-AS1	6	105584183	105617820	1	antisense	154442	BVES-AS1	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle	NA	rs146409271	6
ENSG00000272102	RP3-355L5.5	6	105721095	105721635	-1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	NA	rs146409271	6
ENSG00000231628	RP3-355L5.4	6	105726891	105729630	1	antisense	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	NA	rs146409271	6
ENSG00000216639	RP3-355L5.3	6	105746024	105746770	1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	NA	rs146409271	6
ENSG00000219902	RPL35P3	6	105750328	105750698	-1	pseudogene	NA	RPL35P3	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	NA	rs146409271	6
ENSG00000237567	RP3-359N14.2	6	106060542	106080071	-1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Trophoblast-like_Cell	NA	rs146409271	6
ENSG00000219088	RP3-359N14.1	6	106114201	106115873	1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Trophoblast-like_Cell	NA	rs146409271	6
ENSG00000057663	ATG5	6	106632351	106773666	-1	protein_coding	9474	ATG5	0.981561830973196	-1.135646359	0	0	0	NA	NA	NA	NA	Yes	hESC	NA	rs146409271	6
ENSG00000244710	RN7SL47P	6	106731290	106731586	-1	misc_RNA	NA	RN7SL47P	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:hESC	NA	rs146409271	6
ENSG00000252444	RNU6-344P	6	106752051	106752161	1	snRNA	NA	RNU6-344P	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:hESC	NA	rs146409271	6
ENSG00000233941	RP11-404H14.1	6	106806441	106807592	-1	antisense	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	NA	rs146409271	6
ENSG00000202386	RNA5SP211	6	106897256	106897372	1	rRNA	NA	RNA5SP211	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.839e-06	rs146409271	6
ENSG00000200314	Y_RNA	6	106902703	106902804	1	misc_RNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.839e-06	rs146409271	6
ENSG00000112297	AIM1	6	106959730	107018326	1	protein_coding	202	AIM1	7.45739464483608e-20	1.641282921	0	0	0	NA	NA	NA	NA	Yes	GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	2.429e-08	rs146409271	6
ENSG00000216977	RPL21P65	6	107090338	107090803	1	pseudogene	NA	RPL21P65	NA	NA	0	0	0	NA	NA	NA	NA	Yes	GM12878:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs146409271	6
ENSG00000229654	RP1-60O19.2	6	107143410	107147869	1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs146409271	6
ENSG00000235142	RP1-60O19.1	6	107165327	107235416	-1	lincRNA	100422737	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm	NA	rs146409271	6
ENSG00000202285	RNU6-117P	6	107186823	107186929	-1	snRNA	NA	RNU6-117P	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs146409271	6
ENSG00000207577	MIR587	6	107232000	107232095	1	miRNA	693172	MIR587	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm	NA	rs146409271	6
ENSG00000130349	C6orf203	6	107349407	107372546	1	protein_coding	51250	C6orf203	0.00178692275457031	0.74059338	1	2.612	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	NA	rs146409271	6
ENSG00000178409	BEND3	6	107386386	107436473	-1	protein_coding	57673	BEND3	0.498328912747109	-0.809838595	1	9.629	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs146409271	6
ENSG00000252125	RNU6-1299P	6	107454275	107454374	1	snRNA	NA	RNU6-1299P	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.839e-06	rs146409271	6
ENSG00000164494	PDSS2	6	107473761	107780768	-1	protein_coding	57107	PDSS2	1.89564464414184e-05	-0.637292192	5	4.281	0	NA	NA	NA	NA	Yes	Adult_Cortex:Fetal_Cortex:Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	NA	rs146409271	6
ENSG00000214985	AL591516.5	6	107547242	107547443	-1	pseudogene	NA	NA	NA	NA	1	1.745	0	NA	NA	NA	NA	Yes	Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.839e-06	rs146409271	6
ENSG00000203384	AL591516.3	6	107549615	107549859	-1	pseudogene	NA	NA	NA	NA	1	1.745	0	NA	NA	NA	NA	Yes	Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.839e-06	rs146409271	6
ENSG00000203285	AL591516.2	6	107550448	107550687	1	pseudogene	NA	NA	NA	NA	2	2.823	0	NA	NA	NA	NA	Yes	Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.839e-06	rs146409271	6
ENSG00000220237	RPS24P12	6	107550963	107551356	1	pseudogene	NA	RPS24P12	NA	NA	2	2.823	0	NA	NA	NA	NA	Yes	Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.839e-06	rs146409271	6
ENSG00000203284	AL591516.1	6	107555445	107555703	1	pseudogene	NA	NA	NA	NA	2	2.823	0	NA	NA	NA	NA	Yes	Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.839e-06	rs146409271	6
ENSG00000213167	AL591516.4	6	107558468	107558747	1	pseudogene	NA	NA	NA	NA	2	2.823	16	0.0001909	0.0153951612903226	TIGER/Nom_Alonso_Pancreatic_islets	NA	Yes	Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.839e-06	rs146409271	6
ENSG00000203281	AL590489.1	6	107584371	107584617	-1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Fetal_Cortex:Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.839e-06	rs146409271	6
ENSG00000112320	SOBP	6	107811162	107981357	1	protein_coding	55084	SOBP	NA	NA	5	24.9	0	NA	NA	NA	NA	Yes	Adult_Cortex:Fetal_Cortex:Left_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	NA	rs146409271	6
ENSG00000234206	RP1-67A8.3	6	107831007	107832925	-1	antisense	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Left_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	NA	rs146409271	6
ENSG00000146285	SCML4	6	108025308	108145521	-1	protein_coding	256380	SCML4	0.268213054620722	-0.122272059	17	12.44	76	1.3455e-83	0	TIGER/Nom_Alonso_Pancreatic_islets:eQTLcatalogue/CEDAR_neutrophil_CD15:PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Whole_Blood:GTEx/v8/Pancreas:GTEx/v8/Spleen:GTEx/v7/Whole_Blood:GTEx/v7/Pancreas:GTEx/v6/Whole_Blood	NA	Yes	Left_Ventricle:Spleen:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs146409271	6
ENSG00000025796	SEC63	6	108188960	108279393	-1	protein_coding	11231	SEC63	1.24261908060209e-05	0.85698409	72	14.48	45	1.0386e-63	0	eQTLcatalogue/TwinsUK_ge_LCL:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Brain_Hippocampus:GTEx/v8/Nerve_Tibial:GTEx/v8/Thyroid:GTEx/v7/Muscle_Skeletal:GTEx/v7/Thyroid:GTEx/v6/Heart_Atrial_Appendage	NA	Yes	Fetal_Cortex:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	2.429e-08	rs146409271	6
ENSG00000238420	RNU6-437P	6	108251292	108251386	1	snRNA	NA	RNU6-437P	NA	NA	13	13.5	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	2.429e-08	rs146409271	6
ENSG00000232778	RPL23AP50	6	108253004	108253458	1	pseudogene	NA	RPL23AP50	NA	NA	13	13.5	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	2.429e-08	rs146409271	6
ENSG00000272476	RP1-191J18.66	6	108278617	108281190	1	antisense	NA	NA	NA	NA	12	10.11	0	NA	NA	NA	NA	Yes	Fetal_Cortex:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.839e-06	rs146409271	6
ENSG00000224987	RP1-191J18.65	6	108306293	108306894	-1	pseudogene	NA	NA	NA	NA	4	14.65	0	NA	NA	NA	NA	Yes	Left_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.839e-06	rs146409271	6
ENSG00000253090	SNORA73	6	108306863	108306983	-1	snoRNA	NA	NA	NA	NA	3	14.65	0	NA	NA	NA	NA	Yes	Left_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.839e-06	rs146409271	6
ENSG00000231112	MTHFD2P3	6	108307015	108307235	-1	pseudogene	NA	MTHFD2P3	NA	NA	3	14.65	0	NA	NA	NA	NA	Yes	Left_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.839e-06	rs146409271	6
ENSG00000225093	RPL3P7	6	108325561	108326772	-1	pseudogene	NA	RPL3P7	NA	NA	1	14.65	1	5.06452e-05	0.000331631	GTEx/v8/Lung	NA	Yes	IMR90	NA	rs146409271	6
ENSG00000271734	RP1-111B22.3	6	108351453	108351922	-1	lincRNA	NA	NA	NA	NA	1	1.349	0	NA	NA	NA	NA	Yes	IMR90	NA	rs146409271	6
ENSG00000081087	OSTM1	6	108362613	108487058	-1	protein_coding	28962	OSTM1	0.0604714184790487	3.263188381	2	1.401	10	8.42729e-05	0.0196604	GTEx/v8/Muscle_Skeletal	NA	Yes	Fetal_Cortex:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	0.00329	rs146409271	6
ENSG00000238490	Y_RNA	6	108382022	108382134	1	misc_RNA	NA	NA	NA	NA	1	1.401	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	2.429e-08	rs146409271	6
ENSG00000225174	OSTM1-AS1	6	108444719	108480596	1	lincRNA	100287366	OSTM1-AS1	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	0.00329	rs146409271	6
ENSG00000112333	NR2E1	6	108487262	108510013	1	protein_coding	7101	NR2E1	0.990508625123308	-1.644272899	0	0	0	NA	NA	NA	NA	Yes	Fetal_Cortex:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	0.00329	rs146409271	6
ENSG00000112335	SNX3	6	108532426	108582464	-1	protein_coding	8724	SNX3	0.466342861502279	-0.272807018	1	14.4	0	NA	NA	NA	NA	Yes	Adult_Cortex:Fetal_Cortex:Trophoblast-like_Cell	NA	rs146409271	6
ENSG00000238974	snoU13	6	108564659	108564762	1	snoRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Trophoblast-like_Cell	NA	rs146409271	6
ENSG00000233511	RP1-128O3.5	6	108573418	108573604	1	pseudogene	NA	NA	NA	NA	1	14.4	0	NA	NA	NA	NA	Yes	Trophoblast-like_Cell	NA	rs146409271	6
ENSG00000212525	RNA5SP212	6	108573605	108573711	1	rRNA	NA	RNA5SP212	NA	NA	1	14.4	0	NA	NA	NA	NA	Yes	Trophoblast-like_Cell	NA	rs146409271	6
ENSG00000230248	RP1-128O3.4	6	108596846	108597750	1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Trophoblast-like_Cell	NA	rs146409271	6
ENSG00000206974	RNU6-1144P	6	108613970	108614073	1	snRNA	NA	RNU6-1144P	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	NA	rs146409271	6
ENSG00000135537	LACE1	6	108616098	108847999	1	protein_coding	246269	LACE1	2.79301253512425e-06	-1.793703156	3	11.63	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	NA	rs146409271	6
ENSG00000238055	RP1-128O3.6	6	108639283	108639608	1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	NA	rs146409271	6
ENSG00000238079	RP11-72I2.1	6	108693976	108694131	-1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm:hESC	NA	rs146409271	6
ENSG00000227072	RP3-466I7.1	6	108708716	108709284	1	pseudogene	NA	NA	NA	NA	1	2.299	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm:hESC	NA	rs146409271	6
ENSG00000200799	RNU6-770P	6	108713277	108713381	1	snRNA	NA	RNU6-770P	NA	NA	1	2.299	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm:hESC	NA	rs146409271	6
ENSG00000271608	RP11-697G4.4	6	108872221	108872410	-1	pseudogene	NA	NA	NA	NA	2	16.61	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Aorta:Left_Ventricle:Liver:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	2.429e-08	rs146409271	6
ENSG00000118689	FOXO3	6	108881038	109005977	1	protein_coding	2309	FOXO3	NA	-1.487759766	9	16.61	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex:Adrenal:Aorta:Bladder:Dorsolateral_Prefrontal_Cortex:Hippocampus:Left_Ventricle:Liver:Lung:Pancreas:Psoas:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	0.00329	rs146409271	6
ENSG00000228976	SUMO2P8	6	108939203	108939488	-1	pseudogene	NA	SUMO2P8	NA	NA	1	0.75	0	NA	NA	NA	NA	Yes	Adrenal:Aorta:Bladder:Hippocampus:Left_Ventricle:Liver:Lung:Pancreas:Psoas:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	2.429e-08	rs146409271	6
ENSG00000203801	LINC00222	6	109072857	109091145	1	lincRNA	387111	LINC00222	NA	NA	1	5.309	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex:Aorta:Left_Ventricle:Liver:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs146409271	6
ENSG00000219565	ZNF259P1	6	109103329	109108256	-1	pseudogene	NA	ZNF259P1	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex:Aorta:Dorsolateral_Prefrontal_Cortex:Left_Ventricle:Liver:Lung:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	NA	rs146409271	6
ENSG00000231559	RP3-354J5.3	6	109138883	109139129	1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Aorta:Dorsolateral_Prefrontal_Cortex:Hippocampus:Left_Ventricle:Liver:Lung:Pancreas:Psoas:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	1.839e-06	rs146409271	6
ENSG00000118690	ARMC2	6	109169619	109295186	1	protein_coding	84071	ARMC2	2.20161046716889e-08	0.466251052	1	0.987	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex:Aorta:Dorsolateral_Prefrontal_Cortex:Left_Ventricle:Liver:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.839e-06	rs146409271	6
ENSG00000218872	RP11-249L21.2	6	109177603	109177940	-1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex:Aorta:Dorsolateral_Prefrontal_Cortex:Left_Ventricle:Liver:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.839e-06	rs146409271	6
ENSG00000228834	RP11-249L21.4	6	109228818	109229076	-1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:Liver:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	1.839e-06	rs146409271	6
ENSG00000230290	ARMC2-AS1	6	109244179	109245306	-1	antisense	NA	ARMC2-AS1	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	2.429e-08	rs146409271	6
ENSG00000080546	SESN1	6	109307640	109416022	-1	protein_coding	27244	SESN1	0.000638247819798128	-1.111850373	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex:Aorta:Hippocampus:Left_Ventricle:Liver:Pancreas:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	2.429e-08	rs146409271	6
ENSG00000271730	RP11-787I22.3	6	109319685	109320328	1	antisense	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex:Fetal_Cortex:Aorta:Left_Ventricle:Liver:Lung:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	2.429e-08	rs146409271	6
ENSG00000199944	RNU6-653P	6	109380712	109380817	-1	snRNA	NA	RNU6-653P	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:hESC	0.00329	rs146409271	6
ENSG00000183137	CEP57L1	6	109416313	109485135	1	protein_coding	285753	CEP57L1	4.26476293249987e-09	-0.85877532	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex:Aorta:Hippocampus:Left_Ventricle:Liver:Pancreas:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	2.429e-08	rs146409271	6
ENSG00000243587	C6orf183	6	109487036	109592217	1	polymorphic_pseudogene	NA	C6orf183	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Mesenchymal_Stem_Cell:Mesendoderm:hESC	NA	rs146409271	6
ENSG00000233908	RP11-425D10.1	6	109609643	109609765	1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90	NA	rs146409271	6
ENSG00000219700	PTCHD3P3	6	109609774	109611706	-1	pseudogene	NA	PTCHD3P3	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90	NA	rs146409271	6
ENSG00000203799	CCDC162P	6	109612231	109676266	1	pseudogene	221262	CCDC162P	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90	NA	rs146409271	6
ENSG00000238474	snoU13	6	109612458	109612561	-1	snoRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90	NA	rs146409271	6
ENSG00000201023	Y_RNA	6	109626697	109626798	1	misc_RNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90	NA	rs146409271	6
ENSG00000218632	RPL7P28	6	109648378	109649117	-1	pseudogene	NA	RPL7P28	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	NA	rs146409271	6
ENSG00000135535	CD164	6	109687717	109703762	-1	protein_coding	8763	CD164	0.401084248143714	1.259019936	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex:Fetal_Cortex:Left_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	NA	rs146409271	6
ENSG00000260273	RP11-425D10.10	6	109703998	109704869	1	antisense	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex:Fetal_Cortex:Left_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	NA	rs146409271	6
ENSG00000185250	PPIL6	6	109711418	109762374	-1	protein_coding	285755	PPIL6	6.30258336517342e-08	NA	0	0	0	NA	NA	NA	NA	Yes	Fetal_Cortex:Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell	2.429e-08	rs146409271	6
ENSG00000135587	SMPD2	6	109761966	109765122	1	protein_coding	6610	SMPD2	8.11572389971647e-11	NA	0	0	0	NA	NA	NA	NA	Yes	Fetal_Cortex:Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell	2.429e-08	rs146409271	6
ENSG00000135596	MICAL1	6	109765265	109787171	-1	protein_coding	64780	MICAL1	2.54826851751808e-12	NA	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex:Fetal_Cortex:Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell	2.429e-08	rs146409271	6
ENSG00000053328	METTL24	6	110567131	110679475	-1	protein_coding	728464	METTL24	0.0127144819891321	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90	NA	rs146409271	6
ENSG00000203797	DDO	6	110712974	110736765	-1	protein_coding	8528	DDO	3.15188059629111e-11	0.330042384	0	0	0	NA	NA	NA	NA	Yes	IMR90	NA	rs146409271	6
ENSG00000009413	REV3L	6	111620234	111804918	-1	protein_coding	5980	REV3L	0.999999999999932	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90	NA	rs146409271	6
ENSG00000229276	REV3L-IT1	6	111681844	111682810	-1	sense_intronic	NA	REV3L-IT1	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90	NA	rs146409271	6
ENSG00000218676	BRD7P4	6	111751463	111752984	1	pseudogene	NA	BRD7P4	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90	NA	rs146409271	6
ENSG00000231889	TRAF3IP2-AS1	6	111804714	111919505	1	antisense	643749	TRAF3IP2-AS1	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90	NA	rs146409271	6
ENSG00000220506	RP3-415N12.1	6	111816194	111816916	-1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90	NA	rs146409271	6
ENSG00000104763	ASAH1	8	17913934	17942494	-1	protein_coding	427	ASAH1	5.35814510968979e-11	2.324469628	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	NA	rs4332151	7
ENSG00000245281	CTD-2547L16.1	8	17942377	17953903	1	antisense	101929066	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	NA	rs4332151	7
ENSG00000253384	CTD-2547L16.3	8	17946078	17947196	-1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	NA	rs4332151	7
ENSG00000253937	NATP	8	18228116	18228993	1	pseudogene	NA	NATP	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle	NA	rs4332151	7
ENSG00000156011	PSD3	8	18384811	18942240	-1	protein_coding	23362	PSD3	0.851705649436322	1.354305318	0	0	1	8.84544e-06	0.0442272	eQTLcatalogue/Quach_2016_ge_monocyte_LPS	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell	7.572e-06	rs4332151	7
ENSG00000187229	RP11-161I2.1	8	18578415	18591915	1	antisense	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	0.02978	rs4332151	7
ENSG00000244018	RPL35P6	8	18632057	18632428	-1	pseudogene	NA	RPL35P6	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	0.02978	rs4332151	7
ENSG00000201157	SNORA62	8	18837129	18837282	1	snoRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	0.000132	rs4332151	7
