Dataset	Cell_type	NGENES	BETA	BETA_STD	SE	P	P.adj.pds	P.adj
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	L2_CUX2_LAMP5_dev	14222	-0.058568	-0.022105	0.060989	0.83154	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	SST_BRINP3	14222	-0.056743	-0.022896	0.054212	0.85237	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	CGE_dev	14222	-0.03622	-0.010426	0.032115	0.87029	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	PV_SULF1	14222	-0.070806	-0.025787	0.060496	0.87907	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	PV_SST	14222	-0.072854	-0.02897	0.062153	0.87942	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	SST_ADGRG6	14222	-0.074449	-0.026063	0.062195	0.88434	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	SST_B3GAT2	14222	-0.081792	-0.028236	0.064275	0.8984	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	SST_ADGRG6_dev	14222	-0.075473	-0.028591	0.058874	0.90005	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	SST_NPY	14222	-0.044912	-0.022652	0.034614	0.90276	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	L5.6_THEMIS_NTNG2	14222	-0.048282	-0.025088	0.036952	0.90432	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	PV_WFDC2	14222	-0.073877	-0.028437	0.056023	0.90635	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	L2_CUX2_LAMP5	14222	-0.052854	-0.014462	0.038018	0.91776	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	PV_SCUBE3	14222	-0.080246	-0.031321	0.049078	0.94897	0.983003835616438	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	PV_dev	14222	-0.094278	-0.0406	0.054928	0.95694	0.983003835616438	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	PV_SCUBE3_dev	14222	-0.089096	-0.03838	0.047469	0.96972	0.983003835616438	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	LAMP5_NOS1	14222	-0.12555	-0.053518	0.050855	0.99322	0.99322	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	Astro_GFAP	14222	0.11605	0.030496	0.04413	0.0042782	0.320865	0.38937525
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	Vas_PDGFRB	14222	0.11067	0.019767	0.055876	0.023829	0.508767857142857	0.497585
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	Astro_dev.4	14222	0.08237	0.019426	0.042688	0.02684	0.508767857142857	0.497585
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	Astro_dev.1	14222	0.072314	0.020595	0.039613	0.033976	0.508767857142857	0.531105
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	Vas_TBX18	14222	0.10917	0.01962	0.06042	0.035407	0.508767857142857	0.531105
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	Astro_SLC1A2_dev	14222	0.064063	0.018788	0.037665	0.044498	0.508767857142857	0.57360703125
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	Astro_SLC1A2	14222	0.077716	0.019253	0.04654	0.047485	0.508767857142857	0.5935625
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	Astro_dev.2	14222	0.10186	0.017091	0.064325	0.056665	0.529691666666667	0.649286458333333
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	Oligo.5	14222	0.083422	0.017248	0.05468	0.063563	0.529691666666667	0.681032142857143
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	Oligo.2	14222	0.075405	0.015658	0.052877	0.076938	0.577035	0.682473
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	Oligo.3	14222	0.07875	0.014843	0.058739	0.090026	0.591535714285714	0.694125700934579
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	Oligo.1	14222	0.069881	0.014063	0.054863	0.10139	0.591535714285714	0.728079831932773
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	Micro_out	14222	0.066099	0.01476	0.05269	0.10484	0.591535714285714	0.728079831932773
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	Oligo_mat	14222	0.07048	0.013556	0.057565	0.11042	0.591535714285714	0.747977459016393
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	Oligo.4	14222	0.068358	0.01212	0.061225	0.13212	0.6256875	0.814102611940298
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	L4_RORB_dev.1	14222	0.030792	0.022962	0.027737	0.13348	0.6256875	0.815711111111111
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	L4_RORB_dev.2	14222	0.024276	0.011479	0.025097	0.1667	0.735441176470588	0.869368902439024
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	L5.6_THEMIS_dev.2	14222	0.027985	0.013512	0.039186	0.23757	0.944881578947368	0.985149305555556
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	CCK_SORCS1	14222	0.036028	0.015078	0.050861	0.23937	0.944881578947368	0.985149305555556
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	PV_SULF1_dev	14222	0.023488	0.012586	0.041898	0.28754	0.962745762711864	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	L2.3_CUX2_dev.2	14222	0.015088	0.006612	0.027644	0.29261	0.962745762711864	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	OPC	14222	0.024733	0.0069407	0.053429	0.32172	0.962745762711864	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	CGE_dev	14222	0.014705	0.0033053	0.039828	0.35599	0.962745762711864	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	CCK_RELN	14222	0.013496	0.0072172	0.040573	0.3697	0.962745762711864	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	SST_STK32A	14222	0.012947	0.0055077	0.046148	0.38953	0.962745762711864	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	Micro	14222	0.015939	0.0024131	0.068561	0.40808	0.962745762711864	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	L2.3_CUX2_dev.fetal	14222	0.0085789	0.0021452	0.042058	0.41919	0.962745762711864	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	L5.6_THEMIS_CNR1	14222	0.0066454	0.0043368	0.036959	0.42866	0.962745762711864	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	PN_dev	14222	0.0028772	0.0018515	0.019818	0.44229	0.962745762711864	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	Vas_CLDN5	14222	0.0029775	0.00059051	0.047851	0.47519	0.962745762711864	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	L5.6_TLE4_HTR2C	14222	0.0024246	0.0012454	0.039257	0.47538	0.962745762711864	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	L4_RORB_MME	14222	-0.00028012	-0.00013907	0.044439	0.50251	0.962745762711864	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	VIP_ABI3BP	14222	-0.003398	-0.0013495	0.05683	0.52384	0.962745762711864	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	OPC_dev	14222	-0.0065801	-0.0015029	0.065948	0.53974	0.962745762711864	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	L2.3_CUX2_dev.6	14222	-0.0068265	-0.0017614	0.065885	0.54126	0.962745762711864	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	ID2_CSMD1	14222	-0.009368	-0.0043269	0.050191	0.57403	0.962745762711864	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	SST_CALB1_dev	14222	-0.014668	-0.0051553	0.061402	0.5944	0.962745762711864	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	VIP_PCDH20	14222	-0.011993	-0.0050941	0.049848	0.59506	0.962745762711864	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	L4_RORB_MET	14222	-0.012579	-0.0065953	0.042645	0.61599	0.962745762711864	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	L5.6_TLE4_SORCS1	14222	-0.014118	-0.0063806	0.047796	0.61615	0.962745762711864	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	L3_CUX2_PRSS12	14222	-0.010696	-0.0073305	0.035927	0.61704	0.962745762711864	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	VIP_ADAMTSL1	14222	-0.020029	-0.0078896	0.060134	0.63046	0.962745762711864	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	OPC_MBP	14222	-0.014953	-0.0043411	0.043632	0.63409	0.962745762711864	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	L4_RORB_dev.fetal	14222	-0.012465	-0.0039714	0.036366	0.63411	0.962745762711864	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	VIP_HS3ST3A1	14222	-0.022681	-0.0084132	0.06029	0.64661	0.962745762711864	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	L5.6_TLE4_SCUBE1	14222	-0.014384	-0.0086403	0.036206	0.65442	0.962745762711864	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	L2.3_CUX2_dev.1	14222	-0.017531	-0.01055	0.041878	0.66225	0.962745762711864	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	PV_SULF1	14222	-0.021691	-0.010256	0.04856	0.67245	0.962745762711864	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	VIP_DPP6	14222	-0.02288	-0.010598	0.051136	0.67271	0.962745762711864	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	LAMP5_NDNF	14222	-0.019981	-0.0098165	0.042549	0.68067	0.962745762711864	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	L4_RORB_LRRK1	14222	-0.019883	-0.011551	0.041047	0.68594	0.962745762711864	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	LAMP5_CCK	14222	-0.021136	-0.0097547	0.042828	0.68917	0.962745762711864	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	SST_TH	14222	-0.019991	-0.010973	0.039885	0.69189	0.962745762711864	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	L2.3_CUX2_dev.3	14222	-0.020702	-0.013585	0.036179	0.7164	0.962745762711864	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	L2_CUX2_LAMP5	14222	-0.025815	-0.014132	0.043454	0.72377	0.962745762711864	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	VIP_CHRM2	14222	-0.035661	-0.013995	0.055863	0.73838	0.962745762711864	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	SST_B3GAT2	14222	-0.032953	-0.015219	0.049596	0.74679	0.962745762711864	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	L5.6_THEMIS_NTNG2	14222	-0.021789	-0.013653	0.032691	0.74745	0.962745762711864	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	VIP_KIRREL3	14222	-0.045	-0.016285	0.064484	0.75736	0.962745762711864	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	L2.3_CUX2_dev.5	14222	-0.044543	-0.019079	0.05492	0.79133	0.970239583333333	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	CCK_SYT6	14222	-0.038069	-0.018743	0.04577	0.79722	0.970239583333333	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	SST_ADGRG6_dev	14222	-0.048075	-0.019382	0.052585	0.81969	0.970239583333333	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	VIP_CRH	14222	-0.05371	-0.021203	0.058664	0.82004	0.970239583333333	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	SST_CALB1	14222	-0.058295	-0.024043	0.055546	0.85301	0.970239583333333	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	SST_ADGRG6	14222	-0.056852	-0.024732	0.050624	0.86928	0.970239583333333	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	L2_CUX2_LAMP5_dev	14222	-0.055399	-0.027481	0.048313	0.87423	0.970239583333333	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	PV_SST	14222	-0.070325	-0.027785	0.059851	0.87999	0.970239583333333	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	SST_BRINP3	14222	-0.060047	-0.029088	0.049244	0.88864	0.970239583333333	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	ID2_dev	14222	-0.063141	-0.021418	0.0459	0.91551	0.970239583333333	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	SST_NPY	14222	-0.0423	-0.017111	0.029102	0.92694	0.970239583333333	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	PV_WFDC2	14222	-0.06793	-0.032574	0.046521	0.92787	0.970239583333333	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	LAMP5_NOS1	14222	-0.071164	-0.029541	0.047869	0.93143	0.970239583333333	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	PV_SCUBE3	14222	-0.066152	-0.030732	0.041327	0.94526	0.971157534246575	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	BKGR_NRGN	14222	-0.23713	-0.029841	0.13304	0.96264	0.975648648648649	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Childhood	PV_dev	14222	-0.10626	-0.041983	0.044127	0.99198	0.99198	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	Astro_GFAP	14222	0.14574	0.032185	0.052585	0.0027932	0.1787648	0.347513571428571
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	Astro_SLC1A2_dev	14222	0.060306	0.021951	0.029084	0.019073	0.3268096	0.497585
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	Astro_SLC1A2	14222	0.075936	0.021839	0.037904	0.02258	0.3268096	0.497585
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	Vas_TBX18	14222	0.17613	0.026132	0.088066	0.022762	0.3268096	0.497585
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	Vas_PDGFRB	14222	0.079503	0.019087	0.040747	0.025532	0.3268096	0.497585
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	L4_RORB_dev.1	14222	0.028685	0.033459	0.01708	0.046539	0.4510912	0.590687307692308
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	Oligo.5	14222	0.059728	0.016655	0.038354	0.059714	0.4510912	0.67485
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	Oligo.3	14222	0.074071	0.016406	0.049441	0.067058	0.4510912	0.682473
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	Oligo_mat	14222	0.044325	0.015343	0.029649	0.06747	0.4510912	0.682473
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	Oligo.2	14222	0.045973	0.015679	0.031226	0.070483	0.4510912	0.682473
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	Oligo.4	14222	0.051691	0.01472	0.038155	0.087759	0.510597818181818	0.694125700934579
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	Oligo.1	14222	0.05798	0.013849	0.045237	0.099989	0.533274666666667	0.728079831932773
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	Astro_dev.4	14222	0.015154	0.0090794	0.015462	0.16353	0.751817142857143	0.869368902439024
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	VIP_PCDH20	14222	0.027068	0.018156	0.027724	0.16446	0.751817142857143	0.869368902439024
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	PV_SULF1_dev	14222	0.019845	0.015157	0.030358	0.25666	0.928722580645161	0.985149305555556
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	CCK_SORCS1	14222	0.029331	0.013948	0.045142	0.25793	0.928722580645161	0.985149305555556
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	OPC	14222	0.025194	0.0088097	0.041825	0.27347	0.928722580645161	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	Vas_CLDN5	14222	0.020561	0.0049678	0.040119	0.30416	0.928722580645161	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	Micro_out	14222	0.018535	0.003309	0.051184	0.35863	0.928722580645161	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	Micro	14222	0.018543	0.0032562	0.057221	0.37295	0.928722580645161	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	L5.6_TLE4_HTR2C	14222	0.0035999	0.0032051	0.02378	0.43984	0.928722580645161	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	L5.6_TLE4_SCUBE1	14222	0.0030082	0.0028169	0.025451	0.45296	0.928722580645161	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	L3_CUX2_PRSS12	14222	0.002763	0.0024007	0.029559	0.46276	0.928722580645161	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	SST_STK32A	14222	-0.00039335	-0.0002155	0.035904	0.50437	0.928722580645161	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	L4_RORB_MME	14222	-0.0013051	-0.00089027	0.032683	0.51593	0.928722580645161	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	SST_BRINP3	14222	-0.0016454	-0.0013274	0.030173	0.52174	0.928722580645161	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	L5.6_THEMIS_CNR1	14222	-0.0015679	-0.0016216	0.024056	0.52598	0.928722580645161	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	L2.3_CUX2_dev.3	14222	-0.002255	-0.0016236	0.031024	0.52897	0.928722580645161	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	SST_TH	14222	-0.0021588	-0.0017932	0.028266	0.53044	0.928722580645161	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	ID2_dev	14222	-0.0023198	-0.0014784	0.02578	0.53585	0.928722580645161	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	OPC_MBP	14222	-0.0038033	-0.0015978	0.02896	0.55224	0.928722580645161	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	L4_RORB_MET	14222	-0.0056539	-0.0039721	0.033241	0.56753	0.928722580645161	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	PV_SULF1	14222	-0.0056202	-0.0044159	0.029947	0.57443	0.928722580645161	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	L5.6_TLE4_SORCS1	14222	-0.0062637	-0.0051343	0.027365	0.59052	0.928722580645161	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	L2.3_CUX2_dev.1	14222	-0.0066161	-0.0057381	0.02872	0.59109	0.928722580645161	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	LAMP5_CCK	14222	-0.010265	-0.0068074	0.031565	0.62748	0.928722580645161	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	VIP_ABI3BP	14222	-0.016523	-0.0089276	0.041515	0.65469	0.928722580645161	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	CCK_RELN	14222	-0.019534	-0.0096056	0.044045	0.67129	0.928722580645161	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	L4_RORB_LRRK1	14222	-0.013696	-0.01164	0.029317	0.67981	0.928722580645161	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	SST_NPY	14222	-0.01268	-0.0096175	0.0238	0.70289	0.928722580645161	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	PV_SST	14222	-0.025465	-0.013405	0.044175	0.71784	0.928722580645161	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	LAMP5_NDNF	14222	-0.024163	-0.012197	0.041792	0.71842	0.928722580645161	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	VIP_CRH	14222	-0.034715	-0.015553	0.051021	0.75187	0.928722580645161	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	SST_B3GAT2	14222	-0.025563	-0.017167	0.034175	0.77276	0.928722580645161	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	VIP_KIRREL3	14222	-0.032943	-0.017889	0.043542	0.77534	0.928722580645161	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	ID2_CSMD1	14222	-0.03887	-0.017306	0.051193	0.77615	0.928722580645161	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	VIP_CHRM2	14222	-0.038673	-0.017614	0.049511	0.78262	0.928722580645161	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	VIP_HS3ST3A1	14222	-0.035782	-0.017975	0.045312	0.78514	0.928722580645161	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	L2.3_CUX2_dev.5	14222	-0.022572	-0.013121	0.028152	0.78866	0.928722580645161	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	BKGR_NRGN	14222	-0.10828	-0.012714	0.12965	0.79819	0.928722580645161	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	SST_ADGRG6	14222	-0.033416	-0.019441	0.039092	0.80366	0.928722580645161	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	L5.6_THEMIS_NTNG2	14222	-0.019443	-0.018216	0.022058	0.81095	0.928722580645161	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	SST_CALB1_dev	14222	-0.047352	-0.020434	0.050992	0.82345	0.928722580645161	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	OPC_dev	14222	-0.026478	-0.010831	0.027196	0.83486	0.928722580645161	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	VIP_DPP6	14222	-0.049569	-0.024938	0.047069	0.85384	0.928722580645161	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	L2_CUX2_LAMP5	14222	-0.045516	-0.023455	0.043136	0.85432	0.928722580645161	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	PV_WFDC2	14222	-0.040371	-0.024714	0.037966	0.85617	0.928722580645161	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	VIP_ADAMTSL1	14222	-0.053273	-0.028609	0.04583	0.87746	0.928722580645161	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	SST_ADGRG6_dev	14222	-0.041561	-0.025222	0.034163	0.8881	0.928722580645161	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	PV_SCUBE3	14222	-0.044102	-0.024248	0.036208	0.88838	0.928722580645161	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	SST_CALB1	14222	-0.069802	-0.028413	0.055616	0.89526	0.928722580645161	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	CCK_SYT6	14222	-0.043617	-0.026381	0.034078	0.8997	0.928722580645161	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	L2_CUX2_LAMP5_dev	14222	-0.039313	-0.032792	0.028363	0.91712	0.93043	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adolescence	LAMP5_NOS1	14222	-0.042626	-0.031115	0.028819	0.93043	0.93043	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adult	Astro_GFAP	14222	0.16019	0.030578	0.061033	0.0043423	0.2779072	0.38937525
GSE168408_Human_Prefrontal_Cortex_level3_Adult	Astro_SLC1A2	14222	0.089891	0.02327	0.043798	0.020075	0.421792	0.497585
GSE168408_Human_Prefrontal_Cortex_level3_Adult	Vas_PDGFRB	14222	0.095827	0.020849	0.04795	0.022843	0.421792	0.497585
GSE168408_Human_Prefrontal_Cortex_level3_Adult	Vas_TBX18	14222	0.10155	0.020411	0.052419	0.026362	0.421792	0.497585
GSE168408_Human_Prefrontal_Cortex_level3_Adult	Astro_SLC1A2_dev	14222	0.075781	0.019955	0.0419	0.035266	0.4514048	0.531105
GSE168408_Human_Prefrontal_Cortex_level3_Adult	Oligo.2	14222	0.053044	0.016641	0.034305	0.061036	0.507019636363636	0.680468918918919
GSE168408_Human_Prefrontal_Cortex_level3_Adult	Oligo.3	14222	0.069104	0.015421	0.048694	0.077943	0.507019636363636	0.682473
GSE168408_Human_Prefrontal_Cortex_level3_Adult	Oligo_mat	14222	0.0594	0.015138	0.042008	0.078692	0.507019636363636	0.682473
GSE168408_Human_Prefrontal_Cortex_level3_Adult	Oligo.4	14222	0.061569	0.015689	0.04385	0.080157	0.507019636363636	0.682473
GSE168408_Human_Prefrontal_Cortex_level3_Adult	Oligo.5	14222	0.060734	0.015137	0.044052	0.084007	0.507019636363636	0.683326470588235
GSE168408_Human_Prefrontal_Cortex_level3_Adult	Oligo.1	14222	0.053086	0.014404	0.039073	0.087144	0.507019636363636	0.694125700934579
GSE168408_Human_Prefrontal_Cortex_level3_Adult	Oligo.6	14222	0.04267	0.012438	0.033617	0.10218	0.544541538461539	0.728079831932773
GSE168408_Human_Prefrontal_Cortex_level3_Adult	Micro_out	14222	0.065493	0.012755	0.053535	0.11061	0.544541538461539	0.747977459016393
GSE168408_Human_Prefrontal_Cortex_level3_Adult	Vas_CLDN5	14222	0.044927	0.0091213	0.04717	0.17044	0.779154285714286	0.869368902439024
GSE168408_Human_Prefrontal_Cortex_level3_Adult	SST_BRINP3	14222	0.026726	0.01573	0.040692	0.25567	0.946255238095238	0.985149305555556
GSE168408_Human_Prefrontal_Cortex_level3_Adult	OPC_dev	14222	0.023168	0.006357	0.036794	0.26446	0.946255238095238	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adult	OPC	14222	0.03006	0.0090246	0.048579	0.26803	0.946255238095238	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adult	L4_RORB_dev.1	14222	0.011806	0.010915	0.020696	0.28418	0.946255238095238	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adult	L5.6_TLE4_HTR2C	14222	0.01719	0.010332	0.03458	0.30956	0.946255238095238	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Adult	CCK_SORCS1	14222	0.023121	0.0092652	0.053343	0.33235	0.946255238095238	0.996876670716889
